map,map_tag,pair_index,i,j,source_index_i,source_index_j,circuit_name,exact_fidelity,shots
zz_ring_r2_robust,zz-ring-r2,80,6,12,802,2097,tq-pilot16-strict-v1-zz-ring-r2-p0080,0.08085286421091592,4096
zz_ring_r2_robust,zz-ring-r2,81,6,13,802,1152,tq-pilot16-strict-v1-zz-ring-r2-p0081,0.011783837888669619,4096
zz_ring_r2_robust,zz-ring-r2,82,6,14,802,1775,tq-pilot16-strict-v1-zz-ring-r2-p0082,0.00440776800935175,4096
zz_ring_r2_robust,zz-ring-r2,83,6,15,802,304,tq-pilot16-strict-v1-zz-ring-r2-p0083,0.020649687697581322,4096
zz_ring_r2_robust,zz-ring-r2,84,7,8,3138,1770,tq-pilot16-strict-v1-zz-ring-r2-p0084,0.06163564449113561,4096
zz_ring_r2_robust,zz-ring-r2,85,7,9,3138,2251,tq-pilot16-strict-v1-zz-ring-r2-p0085,0.03907399083637774,4096
zz_ring_r2_robust,zz-ring-r2,86,7,10,3138,1579,tq-pilot16-strict-v1-zz-ring-r2-p0086,0.07786381493968438,4096
zz_ring_r2_robust,zz-ring-r2,87,7,11,3138,2717,tq-pilot16-strict-v1-zz-ring-r2-p0087,0.014230175967518096,4096
zz_ring_r2_robust,zz-ring-r2,88,7,12,3138,2097,tq-pilot16-strict-v1-zz-ring-r2-p0088,0.16263586253529771,4096
zz_ring_r2_robust,zz-ring-r2,89,7,13,3138,1152,tq-pilot16-strict-v1-zz-ring-r2-p0089,0.04403315452136938,4096
zz_ring_r2_robust,zz-ring-r2,90,7,14,3138,1775,tq-pilot16-strict-v1-zz-ring-r2-p0090,0.00616494200197684,4096
zz_ring_r2_robust,zz-ring-r2,91,7,15,3138,304,tq-pilot16-strict-v1-zz-ring-r2-p0091,0.5193897680280295,4096
zz_ring_r2_robust,zz-ring-r2,92,8,9,1770,2251,tq-pilot16-strict-v1-zz-ring-r2-p0092,0.06383264237964079,4096
zz_ring_r2_robust,zz-ring-r2,93,8,10,1770,1579,tq-pilot16-strict-v1-zz-ring-r2-p0093,0.053043196409181606,4096
zz_ring_r2_robust,zz-ring-r2,94,8,11,1770,2717,tq-pilot16-strict-v1-zz-ring-r2-p0094,0.11034896027026492,4096
zz_ring_r2_robust,zz-ring-r2,95,8,12,1770,2097,tq-pilot16-strict-v1-zz-ring-r2-p0095,0.02272942865750902,4096
zz_ring_r2_robust,zz-ring-r2,96,8,13,1770,1152,tq-pilot16-strict-v1-zz-ring-r2-p0096,0.02331938031048838,4096
zz_ring_r2_robust,zz-ring-r2,97,8,14,1770,1775,tq-pilot16-strict-v1-zz-ring-r2-p0097,0.00953968447285179,4096
zz_ring_r2_robust,zz-ring-r2,98,8,15,1770,304,tq-pilot16-strict-v1-zz-ring-r2-p0098,0.03606507020350587,4096
zz_ring_r2_robust,zz-ring-r2,99,9,10,2251,1579,tq-pilot16-strict-v1-zz-ring-r2-p0099,0.00450317810192618,4096
zz_ring_r2_robust,zz-ring-r2,100,9,11,2251,2717,tq-pilot16-strict-v1-zz-ring-r2-p0100,0.04577351355593006,4096
zz_ring_r2_robust,zz-ring-r2,101,9,12,2251,2097,tq-pilot16-strict-v1-zz-ring-r2-p0101,0.0007750986096780661,4096
zz_ring_r2_robust,zz-ring-r2,102,9,13,2251,1152,tq-pilot16-strict-v1-zz-ring-r2-p0102,0.0005975033011120964,4096
zz_ring_r2_robust,zz-ring-r2,103,9,14,2251,1775,tq-pilot16-strict-v1-zz-ring-r2-p0103,0.06794438488620873,4096
zz_ring_r2_robust,zz-ring-r2,104,9,15,2251,304,tq-pilot16-strict-v1-zz-ring-r2-p0104,0.00844112798486603,4096
zz_ring_r2_robust,zz-ring-r2,105,10,11,1579,2717,tq-pilot16-strict-v1-zz-ring-r2-p0105,0.04102127944155243,4096
zz_ring_r2_robust,zz-ring-r2,106,10,12,1579,2097,tq-pilot16-strict-v1-zz-ring-r2-p0106,0.09944701533833586,4096
zz_ring_r2_robust,zz-ring-r2,107,10,13,1579,1152,tq-pilot16-strict-v1-zz-ring-r2-p0107,0.2898008805478546,4096
zz_ring_r2_robust,zz-ring-r2,108,10,14,1579,1775,tq-pilot16-strict-v1-zz-ring-r2-p0108,0.011345987700093213,4096
zz_ring_r2_robust,zz-ring-r2,109,10,15,1579,304,tq-pilot16-strict-v1-zz-ring-r2-p0109,0.03572152487748725,4096
zz_ring_r2_robust,zz-ring-r2,110,11,12,2717,2097,tq-pilot16-strict-v1-zz-ring-r2-p0110,0.03216192787091298,4096
zz_ring_r2_robust,zz-ring-r2,111,11,13,2717,1152,tq-pilot16-strict-v1-zz-ring-r2-p0111,0.04063190214349798,4096
zz_ring_r2_robust,zz-ring-r2,112,11,14,2717,1775,tq-pilot16-strict-v1-zz-ring-r2-p0112,0.07857485284078537,4096
zz_ring_r2_robust,zz-ring-r2,113,11,15,2717,304,tq-pilot16-strict-v1-zz-ring-r2-p0113,0.009159425218096482,4096
zz_ring_r2_robust,zz-ring-r2,114,12,13,2097,1152,tq-pilot16-strict-v1-zz-ring-r2-p0114,0.18339430921125524,4096
zz_ring_r2_robust,zz-ring-r2,115,12,14,2097,1775,tq-pilot16-strict-v1-zz-ring-r2-p0115,0.03670122819291614,4096
zz_ring_r2_robust,zz-ring-r2,116,12,15,2097,304,tq-pilot16-strict-v1-zz-ring-r2-p0116,0.09396755998719232,4096
zz_ring_r2_robust,zz-ring-r2,117,13,14,1152,1775,tq-pilot16-strict-v1-zz-ring-r2-p0117,0.0572757433904479,4096
zz_ring_r2_robust,zz-ring-r2,118,13,15,1152,304,tq-pilot16-strict-v1-zz-ring-r2-p0118,0.0840913148073245,4096
zz_ring_r2_robust,zz-ring-r2,119,14,15,1775,304,tq-pilot16-strict-v1-zz-ring-r2-p0119,0.036484431650607475,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,0,0,1,206,1029,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0000,0.04355165832268396,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,1,0,2,206,1953,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0001,0.051649754070490946,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,2,0,3,206,2787,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0002,0.016782281841556973,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,3,0,4,206,3034,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0003,0.2909840152790699,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,4,0,5,206,1321,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0004,0.04039650582121444,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,5,0,6,206,802,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0005,0.0432543403073287,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,6,0,7,206,3138,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0006,0.2040590217355158,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,7,0,8,206,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0007,0.018276539082140848,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,8,0,9,206,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0008,0.10952944773329931,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,9,0,10,206,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0009,0.028582005660554185,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,10,0,11,206,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0010,0.008506833725683664,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,11,0,12,206,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0011,0.1673505071055799,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,12,0,13,206,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0012,0.20424523039685252,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,13,0,14,206,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0013,0.08646424125178981,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,14,0,15,206,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0014,0.06547211723487796,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,15,1,2,1029,1953,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0015,0.031174591284714327,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,16,1,3,1029,2787,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0016,0.3582818241160919,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,17,1,4,1029,3034,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0017,0.5038034303432375,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,18,1,5,1029,1321,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0018,0.019024702663402254,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,19,1,6,1029,802,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0019,0.00869290326362184,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,20,1,7,1029,3138,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0020,0.39767137333818053,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,21,1,8,1029,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0021,0.7568476202114856,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,22,1,9,1029,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0022,0.5972398195487563,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,23,1,10,1029,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0023,0.3779326905932589,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,24,1,11,1029,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0024,0.12455113314066252,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,25,1,12,1029,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0025,0.13737271871927492,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,26,1,13,1029,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0026,0.5261168584000246,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,27,1,14,1029,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0027,0.062130153969044984,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,28,1,15,1029,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0028,0.10227920431004763,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,29,2,3,1953,2787,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0029,0.046623744728212436,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,30,2,4,1953,3034,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0030,0.1154905191990977,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,31,2,5,1953,1321,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0031,0.011539311790223184,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,32,2,6,1953,802,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0032,0.000579695859726717,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,33,2,7,1953,3138,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0033,0.037843557609995936,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,34,2,8,1953,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0034,0.01199626631610457,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,35,2,9,1953,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0035,0.052197630472055105,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,36,2,10,1953,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0036,0.04986256333039048,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,37,2,11,1953,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0037,0.013881606743945805,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,38,2,12,1953,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0038,0.023213640144531426,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,39,2,13,1953,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0039,0.16714641071550954,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,40,2,14,1953,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0040,0.8029400266816369,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,41,2,15,1953,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0041,0.024486663938815205,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,42,3,4,2787,3034,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0042,0.10562290043699744,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,43,3,5,2787,1321,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0043,0.029047565482147614,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,44,3,6,2787,802,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0044,0.0067590391875870185,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,45,3,7,2787,3138,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0045,0.06450791824737505,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,46,3,8,2787,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0046,0.3642388821973859,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,47,3,9,2787,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0047,0.386466235504544,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,48,3,10,2787,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0048,0.2781509532533644,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,49,3,11,2787,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0049,0.07269927090382625,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,50,3,12,2787,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0050,0.03839711127104577,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,51,3,13,2787,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0051,0.2561251205159928,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,52,3,14,2787,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0052,0.06816809002172357,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,53,3,15,2787,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0053,0.017745885767262604,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,54,4,5,3034,1321,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0054,0.009685603595551661,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,55,4,6,3034,802,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0055,0.006387504638406529,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,56,4,7,3034,3138,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0056,0.3730921330031806,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,57,4,8,3034,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0057,0.22450822671463025,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,58,4,9,3034,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0058,0.3729937147169958,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,59,4,10,3034,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0059,0.12657922736000382,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,60,4,11,3034,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0060,0.018454292144706362,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,61,4,12,3034,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0061,0.11380920531874235,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,62,4,13,3034,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0062,0.3670417806436536,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,63,4,14,3034,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0063,0.1566913370461331,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,64,4,15,3034,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0064,0.034631455466088944,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,65,5,6,1321,802,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0065,0.3966604104784889,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,66,5,7,1321,3138,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0066,0.0852302543643856,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,67,5,8,1321,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0067,0.04846180308491139,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,68,5,9,1321,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0068,0.034116499435571664,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,69,5,10,1321,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0069,0.024350433211536234,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,70,5,11,1321,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0070,0.036212046818986786,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,71,5,12,1321,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0071,0.08518582579684945,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,72,5,13,1321,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0072,0.10594183401141517,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,73,5,14,1321,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0073,0.02808691425592235,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,74,5,15,1321,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0074,0.04946230935366087,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,75,6,7,802,3138,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0075,0.10201651307030835,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,76,6,8,802,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0076,0.018352884195671996,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,77,6,9,802,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0077,0.005769038005167704,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,78,6,10,802,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0078,0.004430472369093089,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,79,6,11,802,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0079,0.003564043798185566,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,80,6,12,802,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0080,0.1872443134764063,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,81,6,13,802,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0081,0.03451650738466158,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,82,6,14,802,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0082,0.0024491583559358783,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,83,6,15,802,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0083,0.05454195475294831,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,84,7,8,3138,1770,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0084,0.2729575846617247,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,85,7,9,3138,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0085,0.18359689951360855,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,86,7,10,3138,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0086,0.09237940425162468,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,87,7,11,3138,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0087,0.040102493127336276,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,88,7,12,3138,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0088,0.40916446807961,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,89,7,13,3138,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0089,0.3972709681587534,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,90,7,14,3138,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0090,0.039782975787289836,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,91,7,15,3138,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0091,0.17843173069434423,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,92,8,9,1770,2251,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0092,0.44575269559089,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,93,8,10,1770,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0093,0.2887653922404005,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,94,8,11,1770,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0094,0.18855962901563936,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,95,8,12,1770,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0095,0.08567724584004545,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,96,8,13,1770,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0096,0.318594101603762,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,97,8,14,1770,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0097,0.029155138210016487,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,98,8,15,1770,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0098,0.051877613403651886,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,99,9,10,2251,1579,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0099,0.11633726456089623,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,100,9,11,2251,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0100,0.025263484576030785,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,101,9,12,2251,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0101,0.06302464937849117,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,102,9,13,2251,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0102,0.2473129074390063,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,103,9,14,2251,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0103,0.024291599551627123,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,104,9,15,2251,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0104,0.06389599070261995,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,105,10,11,1579,2717,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0105,0.11628980933685612,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,106,10,12,1579,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0106,2.0578816463644423e-05,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,107,10,13,1579,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0107,0.19092857114683595,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,108,10,14,1579,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0108,0.02978244860062851,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,109,10,15,1579,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0109,0.04705966961376584,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,110,11,12,2717,2097,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0110,0.012811960064892438,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,111,11,13,2717,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0111,0.06310957669817827,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,112,11,14,2717,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0112,0.0022137340720939543,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,113,11,15,2717,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0113,0.008435877820288882,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,114,12,13,2097,1152,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0114,0.17302981153775343,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,115,12,14,2097,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0115,0.047801164582773,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,116,12,15,2097,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0116,0.08144179072809206,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,117,13,14,1152,1775,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0117,0.27427722875830374,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,118,13,15,1152,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0118,0.27019506398845156,4096
pauli_z_zz_linear_r1_robust,pauli-z-zz-linear-r1,119,14,15,1775,304,tq-pilot16-strict-v1-pauli-z-zz-linear-r1-p0119,0.03212723252083411,4096
